city	month	avg_max_temperature	avg_min_temperature	avg_precipitation	histroy_max_temperature	histroy_min_temperature
徐州	9月	27℃	18℃	82mm	36℃(1995)	36℃(1995)
徐州	10月	22℃	11℃	44mm	35℃(1998)	35℃(1998)
徐州	11月	14℃	4℃	27mm	29℃(1979)	29℃(1979)
徐州	12月	8℃	-2℃	15mm	21℃(1989)	21℃(1989)
许昌	1月	6℃	-4℃	13mm	20℃(1979)	20℃(1979)
许昌	2月	9℃	-1℃	15mm	24℃(1963)	24℃(1963)
许昌	3月	14℃	3℃	32mm	29℃(1964)	29℃(1964)
许昌	4月	21℃	10℃	45mm	34℃(1980)	34℃(1980)
许昌	5月	27℃	15℃	65mm	39℃(2007)	39℃(2007)
许昌	6月	32℃	20℃	83mm	42℃(1972)	42℃(1972)
许昌	7月	32℃	23℃	182mm	42℃(1966)	42℃(1966)
许昌	8月	31℃	22℃	133mm	39℃(1959)	39℃(1959)
许昌	9月	27℃	17℃	72mm	37℃(1999)	37℃(1999)
许昌	10月	22℃	11℃	45mm	35℃(1998)	35℃(1998)
许昌	11月	14℃	4℃	32mm	28℃(2003)	28℃(2003)
许昌	12月	8℃	-2℃	12mm	21℃(1987)	21℃(1987)
叙永	1月	11℃	6℃	38mm	22℃(1979)	22℃(1979)
叙永	2月	13℃	7℃	36mm	27℃(1962)	27℃(1962)
叙永	3月	18℃	11℃	51mm	34℃(1973)	34℃(1973)
叙永	4月	24℃	15℃	80mm	40℃(1964)	40℃(1964)
叙永	5月	27℃	19℃	144mm	40℃(1988)	40℃(1988)
叙永	6月	29℃	21℃	160mm	40℃(1961)	40℃(1961)
叙永	7月	33℃	24℃	172mm	41℃(1978)	41℃(1978)
叙永	8月	33℃	23℃	155mm	42℃(1972)	42℃(1972)
叙永	9月	28℃	20℃	122mm	43℃(1995)	43℃(1995)
叙永	10月	22℃	16℃	93mm	34℃(2008)	34℃(2008)
叙永	11月	17℃	12℃	58mm	30℃(2003)	30℃(2003)
叙永	12月	12℃	8℃	37mm	23℃(1980)	23℃(1980)
寻乌	1月	15℃	5℃	56mm	28℃(1972)	28℃(1972)
寻乌	2月	16℃	7℃	101mm	29℃(2001)	29℃(2001)
寻乌	3月	20℃	11℃	166mm	31℃(1999)	31℃(1999)
寻乌	4月	24℃	16℃	202mm	34℃(2004)	34℃(2004)
寻乌	5月	28℃	20℃	251mm	35℃(1968)	35℃(1968)
寻乌	6月	30℃	22℃	270mm	37℃(2004)	37℃(2004)
寻乌	7月	33℃	23℃	150mm	38℃(2003)	38℃(2003)
寻乌	8月	33℃	23℃	180mm	38℃(1998)	38℃(1998)
寻乌	9月	30℃	21℃	114mm	38℃(1963)	38℃(1963)
寻乌	10月	27℃	16℃	52mm	36℃(2005)	36℃(2005)
寻乌	11月	22℃	11℃	43mm	34℃(1996)	34℃(1996)
寻乌	12月	17℃	6℃	39mm	30℃(1968)	30℃(1968)
牙克石	1月	-21℃	-33℃	7mm	-9℃(2006)	-9℃(2006)
牙克石	2月	-16℃	-30℃	10mm	-2℃(2006)	-2℃(2006)
牙克石	3月	-5℃	-21℃	12mm	1℃(2006)	1℃(2006)
牙克石	4月	6℃	-6℃	14mm	18℃(2006)	18℃(2006)
牙克石	5月	20℃	3℃	11mm	32℃(2006)	32℃(2006)
牙克石	6月	22℃	10℃	97mm	30℃(2006)	30℃(2006)
牙克石	7月	25℃	13℃	82mm	33℃(2006)	33℃(2006)
牙克石	8月	26℃	11℃	55mm	32℃(2006)	32℃(2006)
牙克石	9月	21℃	3℃	43mm	28℃(2006)	28℃(2006)
牙克石	10月	10℃	-5℃	10mm	27℃(2006)	27℃(2006)
牙克石	11月	-8℃	-18℃	6mm	12℃(2006)	12℃(2006)
牙克石	12月	-18℃	-29℃	7mm	-10℃(2006)	-10℃(2006)
雅安	1月	9℃	4℃	20mm	20℃(1952)	20℃(1952)
雅安	2月	11℃	6℃	31mm	23℃(2007)	23℃(2007)
雅安	3月	16℃	9℃	52mm	32℃(2007)	32℃(2007)
雅安	4月	22℃	14℃	94mm	34℃(2004)	34℃(2004)
雅安	5月	26℃	18℃	137mm	38℃(1951)	38℃(1951)
雅安	6月	28℃	20℃	174mm	37℃(1951)	37℃(1951)
雅安	7月	30℃	22℃	377mm	37℃(2004)	37℃(2004)
雅安	8月	30℃	22℃	436mm	38℃(2006)	38℃(2006)
雅安	9月	25℃	19℃	203mm	35℃(1995)	35℃(1995)
雅安	10月	20℃	15℃	104mm	29℃(2002)	29℃(2002)
雅安	11月	16℃	10℃	57mm	25℃(2006)	25℃(2006)
雅安	12月	11℃	6℃	21mm	21℃(1968)	21℃(1968)
烟台	1月	2℃	-4℃	11mm	15℃(1979)	15℃(1979)
烟台	2月	3℃	-3℃	11mm	21℃(1966)	21℃(1966)
烟台	3月	9℃	1℃	20mm	25℃(1954)	25℃(1954)
烟台	4月	16℃	8℃	35mm	32℃(1955)	32℃(1955)
烟台	5月	23℃	14℃	45mm	36℃(1962)	36℃(1962)
烟台	6月	26℃	18℃	69mm	38℃(1972)	38℃(1972)
烟台	7月	28℃	22℃	181mm	37℃(1955)	37℃(1955)
烟台	8月	28℃	22℃	162mm	37℃(1966)	37℃(1966)
烟台	9月	24℃	18℃	89mm	33℃(1965)	33℃(1965)
烟台	10月	19℃	13℃	37mm	30℃(1977)	30℃(1977)
烟台	11月	12℃	6℃	28mm	25℃(1979)	25℃(1979)
烟台	12月	5℃	-1℃	19mm	19℃(1989)	19℃(1989)
焉耆	1月	-4℃	-18℃	2mm	7℃(1959)	7℃(1959)
焉耆	2月	3℃	-13℃	1mm	15℃(1953)	15℃(1953)
焉耆	3月	12℃	-4℃	2mm	25℃(1963)	25℃(1963)
焉耆	4月	20℃	4℃	4mm	34℃(2006)	34℃(2006)
焉耆	5月	26℃	10℃	9mm	35℃(1982)	35℃(1982)
焉耆	6月	29℃	14℃	14mm	36℃(1966)	36℃(1966)
焉耆	7月	30℃	16℃	17mm	39℃(2000)	39℃(2000)
焉耆	8月	30℃	15℃	13mm	39℃(2006)	39℃(2006)
焉耆	9月	25℃	9℃	8mm	35℃(1998)	35℃(1998)
焉耆	10月	18℃	1℃	3mm	28℃(1985)	28℃(1985)
焉耆	11月	7℃	-6℃	1mm	20℃(1979)	20℃(1979)
焉耆	12月	-2℃	-14℃	1mm	8℃(1955)	8℃(1955)
延安	1月	2℃	-11℃	3mm	17℃(1979)	17℃(1979)
延安	2月	6℃	-7℃	5mm	24℃(1996)	24℃(1996)
延安	3月	13℃	-1℃	16mm	29℃(1955)	29℃(1955)
延安	4月	20℃	5℃	28mm	37℃(2006)	37℃(2006)
延安	5月	25℃	10℃	43mm	37℃(1980)	37℃(1980)
延安	6月	29℃	14℃	67mm	39℃(2005)	39℃(2005)
延安	7月	30℃	18℃	114mm	40℃(1952)	40℃(1952)
延安	8月	28℃	17℃	116mm	37℃(1973)	37℃(1973)
延安	9月	23℃	11℃	79mm	38℃(1997)	38℃(1997)
延安	10月	18℃	5℃	39mm	30℃(1977)	30℃(1977)
延安	11月	10℃	-2℃	14mm	26℃(1979)	26℃(1979)
延安	12月	4℃	-9℃	3mm	18℃(1989)	18℃(1989)
延吉	1月	-7℃	-19℃	5mm	9℃(1979)	9℃(1979)
延吉	2月	-2℃	-16℃	5mm	15℃(1960)	15℃(1960)
延吉	3月	5℃	-8℃	9mm	27℃(2008)	27℃(2008)
延吉	4月	15℃	0℃	27mm	33℃(1998)	33℃(1998)
延吉	5月	21℃	7℃	55mm	36℃(1958)	36℃(1958)
延吉	6月	24℃	13℃	83mm	37℃(1978)	37℃(1978)
延吉	7月	27℃	17℃	112mm	38℃(1997)	38℃(1997)
延吉	8月	27℃	17℃	120mm	37℃(1997)	37℃(1997)
延吉	9月	22℃	9℃	58mm	33℃(1994)	33℃(1994)
延吉	10月	15℃	0℃	24mm	30℃(1978)	30℃(1978)
延吉	11月	4℃	-8℃	13mm	21℃(1979)	21℃(1979)
延吉	12月	-5℃	-16℃	7mm	10℃(1955)	10℃(1955)
盐池	1月	0℃	-15℃	2mm	15℃(1979)	15℃(1979)
盐池	2月	3℃	-11℃	3mm	20℃(1996)	20℃(1996)
盐池	3月	10℃	-4℃	8mm	27℃(2003)	27℃(2003)
盐池	4月	18℃	3℃	15mm	34℃(1994)	34℃(1994)
盐池	5月	23℃	9℃	27mm	36℃(1981)	36℃(1981)
盐池	6月	28℃	13℃	34mm	38℃(1966)	38℃(1966)
盐池	7月	29℃	16℃	60mm	38℃(2000)	38℃(2000)
盐池	8月	27℃	15℃	74mm	37℃(1972)	37℃(1972)
盐池	9月	22℃	9℃	41mm	35℃(1998)	35℃(1998)
盐池	10月	16℃	2℃	18mm	28℃(1987)	28℃(1987)
盐池	11月	8℃	-6℃	6mm	23℃(1979)	23℃(1979)
盐池	12月	1℃	-12℃	1mm	17℃(1978)	17℃(1978)
盐源	1月	13℃	-2℃	3mm	23℃(2005)	23℃(2005)
盐源	2月	15℃	1℃	2mm	23℃(1975)	23℃(1975)
盐源	3月	19℃	4℃	7mm	27℃(1966)	27℃(1966)
盐源	4月	22℃	7℃	22mm	31℃(1958)	31℃(1958)
盐源	5月	23℃	11℃	64mm	32℃(1969)	32℃(1969)
盐源	6月	23℃	13℃	157mm	33℃(1977)	33℃(1977)
盐源	7月	23℃	14℃	214mm	31℃(1983)	31℃(1983)
盐源	8月	23℃	13℃	167mm	29℃(1972)	29℃(1972)
盐源	9月	21℃	12℃	116mm	29℃(2006)	29℃(2006)
盐源	10月	19℃	8℃	47mm	26℃(1974)	26℃(1974)
盐源	11月	16℃	3℃	12mm	24℃(1961)	24℃(1961)
盐源	12月	13℃	-1℃	2mm	23℃(1976)	23℃(1976)
兖州	1月	4℃	-6℃	8mm	16℃(2002)	16℃(2002)
兖州	2月	8℃	-4℃	10mm	24℃(1960)	24℃(1960)
兖州	3月	14℃	2℃	20mm	28℃(1973)	28℃(1973)
兖州	4月	21℃	8℃	36mm	35℃(1955)	35℃(1955)
兖州	5月	27℃	14℃	48mm	39℃(1974)	39℃(1974)
兖州	6月	31℃	19℃	91mm	41℃(1967)	41℃(1967)
兖州	7月	32℃	23℃	205mm	41℃(2002)	41℃(2002)
兖州	8月	31℃	22℃	151mm	40℃(1959)	40℃(1959)
兖州	9月	27℃	16℃	69mm	37℃(2002)	37℃(2002)
兖州	10月	21℃	9℃	35mm	35℃(1998)	35℃(1998)
兖州	11月	13℃	2℃	20mm	28℃(1979)	28℃(1979)
兖州	12月	6℃	-4℃	10mm	19℃(1989)	19℃(1989)
阳城	1月	3℃	-7℃	7mm	17℃(1960)	17℃(1960)
阳城	2月	6℃	-4℃	11mm	22℃(1979)	22℃(1979)
阳城	3月	13℃	1℃	22mm	28℃(1963)	28℃(1963)
阳城	4月	20℃	8℃	35mm	37℃(2006)	37℃(2006)
阳城	5月	25℃	13℃	50mm	38℃(1967)	38℃(1967)
阳城	6月	29℃	17℃	66mm	40℃(1966)	40℃(1966)
阳城	7月	30℃	20℃	151mm	40℃(2002)	40℃(2002)
阳城	8月	28℃	19℃	115mm	38℃(1969)	38℃(1969)
阳城	9月	24℃	14℃	80mm	38℃(1997)	38℃(1997)
阳城	10月	19℃	8℃	41mm	33℃(1987)	33℃(1987)
阳城	11月	11℃	1℃	22mm	24℃(1998)	24℃(1998)
阳城	12月	5℃	-5℃	7mm	20℃(1989)	20℃(1989)
阳江	1月	20℃	12℃	24mm	--	--
阳江	2月	19℃	14℃	51mm	--	--
阳江	3月	22℃	17℃	59mm	--	--
阳江	4月	26℃	21℃	155mm	--	--
阳江	5月	29℃	24℃	270mm	--	--
阳江	6月	31℃	25℃	335mm	--	--
阳江	7月	32℃	26℃	302mm	--	--
阳江	8月	32℃	26℃	238mm	--	--
阳江	9月	31℃	24℃	173mm	--	--
阳江	10月	29℃	21℃	51mm	--	--
阳江	11月	25℃	17℃	27mm	--	--
阳江	12月	22℃	13℃	25mm	--	--
阳泉	1月	2℃	-8℃	4mm	16℃(1966)	16℃(1966)
阳泉	2月	5℃	-6℃	7mm	24℃(1996)	24℃(1996)
阳泉	3月	11℃	0℃	14mm	28℃(2002)	28℃(2002)
阳泉	4月	20℃	7℃	25mm	37℃(2006)	37℃(2006)
阳泉	5月	26℃	13℃	43mm	38℃(1982)	38℃(1982)
阳泉	6月	29℃	17℃	69mm	42℃(2005)	42℃(2005)
阳泉	7月	30℃	20℃	136mm	40℃(1955)	40℃(1955)
阳泉	8月	28℃	18℃	134mm	38℃(1973)	38℃(1973)
阳泉	9月	24℃	13℃	66mm	38℃(2002)	38℃(2002)
阳泉	10月	18℃	7℃	29mm	30℃(1987)	30℃(1987)
阳泉	11月	10℃	0℃	14mm	25℃(1979)	25℃(1979)
阳泉	12月	4℃	-6℃	4mm	17℃(1989)	17℃(1989)
伊春	1月	-14℃	-29℃	5mm	1℃(1971)	1℃(1971)
伊春	2月	-8℃	-25℃	5mm	8℃(1998)	8℃(1998)
伊春	3月	1℃	-15℃	11mm	19℃(1990)	19℃(1990)
伊春	4月	11℃	-2℃	25mm	29℃(2008)	29℃(2008)
伊春	5月	19℃	4℃	51mm	32℃(1992)	32℃(1992)
伊春	6月	24℃	11℃	95mm	36℃(2008)	36℃(2008)
伊春	7月	27℃	15℃	160mm	36℃(1982)	36℃(1982)
伊春	8月	25℃	14℃	145mm	35℃(1982)	35℃(1982)
伊春	9月	19℃	6℃	75mm	30℃(2000)	30℃(2000)
伊春	10月	10℃	-3℃	33mm	27℃(1987)	27℃(1987)
伊春	11月	-3℃	-15℃	12mm	14℃(2005)	14℃(2005)
伊春	12月	-13℃	-25℃	8mm	5℃(2008)	5℃(2008)
伊宁市	1月	-2℃	-15℃	18mm	12℃(1981)	12℃(1981)
伊宁市	2月	0℃	-12℃	18mm	20℃(1963)	20℃(1963)
伊宁市	3月	10℃	-2℃	24mm	28℃(2001)	28℃(2001)
伊宁市	4月	20℃	5℃	28mm	34℃(2006)	34℃(2006)
伊宁市	5月	25℃	10℃	29mm	36℃(2008)	36℃(2008)
伊宁市	6月	28℃	14℃	29mm	37℃(1988)	37℃(1988)
伊宁市	7月	31℃	16℃	26mm	39℃(1997)	39℃(1997)
伊宁市	8月	30℃	14℃	14mm	38℃(2008)	38℃(2008)
伊宁市	9月	26℃	9℃	13mm	37℃(1998)	37℃(1998)
伊宁市	10月	18℃	3℃	24mm	31℃(2002)	31℃(2002)
伊宁市	11月	8℃	-3℃	28mm	23℃(2006)	23℃(2006)
伊宁市	12月	1℃	-10℃	22mm	15℃(1980)	15℃(1980)
伊吾	1月	-5℃	-18℃	1mm	11℃(1997)	11℃(1997)
伊吾	2月	-3℃	-15℃	1mm	14℃(1993)	14℃(1993)
伊吾	3月	4℃	-9℃	4mm	19℃(2002)	19℃(2002)
伊吾	4月	12℃	-1℃	6mm	28℃(1997)	28℃(1997)
伊吾	5月	19℃	6℃	9mm	31℃(1974)	31℃(1974)
伊吾	6月	23℃	11℃	19mm	32℃(1969)	32℃(1969)
伊吾	7月	25℃	12℃	29mm	33℃(2000)	33℃(2000)
伊吾	8月	24℃	11℃	15mm	33℃(1975)	33℃(1975)
伊吾	9月	18℃	5℃	8mm	29℃(1998)	29℃(1998)
伊吾	10月	10℃	-2℃	4mm	25℃(1977)	25℃(1977)
伊吾	11月	2℃	-10℃	1mm	19℃(1990)	19℃(1990)
伊吾	12月	-3℃	-15℃	1mm	14℃(1989)	14℃(1989)
依兰	1月	-13℃	-23℃	3mm	4℃(1967)	4℃(1967)
依兰	2月	-8℃	-19℃	4mm	9℃(1998)	9℃(1998)
依兰	3月	2℃	-11℃	11mm	20℃(1990)	20℃(1990)
依兰	4月	13℃	-1℃	24mm	29℃(2008)	29℃(2008)
依兰	5月	20℃	7℃	52mm	33℃(1972)	33℃(1972)
依兰	6月	25℃	13℃	85mm	37℃(2008)	37℃(2008)
依兰	7月	27℃	17℃	133mm	38℃(1982)	38℃(1982)
依兰	8月	26℃	16℃	130mm	37℃(1982)	37℃(1982)
依兰	9月	20℃	8℃	57mm	31℃(2000)	31℃(2000)
依兰	10月	12℃	0℃	34mm	27℃(1982)	27℃(1982)
依兰	11月	-1℃	-11℃	11mm	16℃(2005)	16℃(2005)
依兰	12月	-11℃	-20℃	6mm	6℃(2008)	6℃(2008)
沂源	1月	3℃	-8℃	7mm	18℃(2002)	18℃(2002)
沂源	2月	6℃	-5℃	11mm	22℃(1996)	22℃(1996)
沂源	3月	12℃	0℃	17mm	27℃(1963)	27℃(1963)
沂源	4月	20℃	8℃	34mm	34℃(2004)	34℃(2004)
沂源	5月	26℃	13℃	46mm	37℃(1982)	37℃(1982)
沂源	6月	29℃	18℃	93mm	39℃(1958)	39℃(1958)
沂源	7月	30℃	21℃	211mm	40℃(2002)	40℃(2002)
沂源	8月	29℃	20℃	157mm	38℃(1959)	38℃(1959)
沂源	9月	25℃	15℃	74mm	37℃(2002)	37℃(2002)
沂源	10月	20℃	8℃	33mm	34℃(1998)	34℃(1998)
沂源	11月	12℃	1℃	19mm	25℃(1979)	25℃(1979)
沂源	12月	5℃	-5℃	10mm	18℃(1987)	18℃(1987)
宜宾	1月	11℃	6℃	19mm	20℃(2007)	20℃(2007)
宜宾	2月	13℃	7℃	27mm	24℃(1979)	24℃(1979)
宜宾	3月	18℃	11℃	36mm	32℃(2007)	32℃(2007)
宜宾	4月	24℃	16℃	65mm	35℃(1955)	35℃(1955)
宜宾	5月	27℃	19℃	110mm	37℃(1969)	37℃(1969)
宜宾	6月	29℃	21℃	158mm	38℃(1955)	38℃(1955)
宜宾	7月	32℃	23℃	232mm	39℃(1952)	39℃(1952)
宜宾	8月	32℃	23℃	208mm	40℃(2006)	40℃(2006)
宜宾	9月	27℃	20℃	121mm	38℃(1995)	38℃(1995)
宜宾	10月	21℃	16℃	71mm	31℃(1959)	31℃(1959)
宜宾	11月	17℃	12℃	38mm	27℃(1979)	27℃(1979)
宜宾	12月	12℃	8℃	19mm	22℃(1968)	22℃(1968)
宜昌	1月	9℃	2℃	23mm	23℃(2002)	23℃(2002)
宜昌	2月	11℃	3℃	33mm	25℃(1996)	25℃(1996)
宜昌	3月	16℃	8℃	59mm	33℃(2007)	33℃(2007)
宜昌	4月	22℃	13℃	97mm	37℃(2004)	37℃(2004)
宜昌	5月	27℃	18℃	131mm	38℃(1982)	38℃(1982)
宜昌	6月	30℃	22℃	153mm	40℃(1974)	40℃(1974)
宜昌	7月	33℃	24℃	218mm	41℃(1964)	41℃(1964)
宜昌	8月	32℃	24℃	182mm	41℃(1969)	41℃(1969)
宜昌	9月	28℃	20℃	113mm	39℃(1995)	39℃(1995)
宜昌	10月	23℃	15℃	80mm	36℃(1959)	36℃(1959)
宜昌	11月	17℃	9℃	47mm	30℃(1979)	30℃(1979)
宜昌	12月	11℃	4℃	21mm	24℃(1989)	24℃(1989)
宜春	1月	9℃	2℃	77mm	26℃(1992)	26℃(1992)
宜春	2月	11℃	4℃	109mm	30℃(1987)	30℃(1987)
宜春	3月	16℃	8℃	174mm	35℃(1988)	35℃(1988)
宜春	4月	22℃	14℃	215mm	36℃(2005)	36℃(2005)
宜春	5月	27℃	18℃	245mm	37℃(1991)	37℃(1991)
宜春	6月	30℃	22℃	238mm	39℃(1961)	39℃(1961)
宜春	7月	34℃	24℃	142mm	40℃(2003)	40℃(2003)
宜春	8月	33℃	24℃	130mm	42℃(1953)	42℃(1953)
宜春	9月	29℃	20℃	80mm	39℃(1963)	39℃(1963)
宜春	10月	24℃	15℃	79mm	37℃(2005)	37℃(2005)
宜春	11月	18℃	9℃	74mm	32℃(1998)	32℃(1998)
宜春	12月	12℃	4℃	51mm	27℃(1968)	27℃(1968)
益阳	1月	5℃	-4℃	9mm	--	--
益阳	2月	8℃	-1℃	14mm	--	--
益阳	3月	13℃	3℃	25mm	--	--
益阳	4月	21℃	10℃	29mm	--	--
益阳	5月	26℃	15℃	53mm	--	--
益阳	6月	31℃	20℃	61mm	--	--
益阳	7月	31℃	22℃	116mm	--	--
益阳	8月	29℃	21℃	97mm	--	--
益阳	9月	26℃	17℃	63mm	--	--
益阳	10月	20℃	11℃	36mm	--	--
益阳	11月	13℃	4℃	18mm	--	--
益阳	12月	7℃	-2℃	8mm	--	--
银川	1月	-1℃	-14℃	1mm	17℃(1979)	17℃(1979)
银川	2月	4℃	-10℃	2mm	19℃(1996)	19℃(1996)
银川	3月	11℃	-3℃	6mm	27℃(2003)	27℃(2003)
银川	4月	19℃	4℃	11mm	35℃(1994)	35℃(1994)
银川	5月	24℃	10℃	19mm	37℃(1981)	37℃(1981)
银川	6月	28℃	15℃	22mm	37℃(1951)	37℃(1951)
银川	7月	30℃	18℃	41mm	39℃(1953)	39℃(1953)
银川	8月	28℃	16℃	50mm	38℃(1951)	38℃(1951)
银川	9月	23℃	11℃	26mm	36℃(1998)	36℃(1998)
银川	10月	17℃	3℃	12mm	28℃(2002)	28℃(2002)
银川	11月	8℃	-3℃	3mm	22℃(1979)	22℃(1979)
银川	12月	0℃	-11℃	1mm	16℃(1989)	16℃(1989)
英山	1月	9℃	0℃	41mm	24℃(2002)	24℃(2002)
英山	2月	11℃	2℃	66mm	27℃(1998)	27℃(1998)
英山	3月	16℃	6℃	100mm	32℃(2007)	32℃(2007)
英山	4月	22℃	12℃	145mm	34℃(2004)	34℃(2004)
英山	5月	27℃	17℃	170mm	37℃(1963)	37℃(1963)
英山	6月	30℃	21℃	243mm	39℃(1981)	39℃(1981)
英山	7月	33℃	24℃	227mm	40℃(1988)	40℃(1988)
英山	8月	33℃	24℃	162mm	42℃(1978)	42℃(1978)
英山	9月	29℃	19℃	86mm	40℃(1995)	40℃(1995)
英山	10月	24℃	13℃	71mm	36℃(2007)	36℃(2007)
英山	11月	18℃	7℃	55mm	31℃(2003)	31℃(2003)
英山	12月	12℃	2℃	32mm	24℃(1968)	24℃(1968)
营口	1月	-4℃	-14℃	7mm	7℃(1976)	7℃(1976)
营口	2月	0℃	-10℃	7mm	15℃(1992)	15℃(1992)
营口	3月	6℃	-3℃	12mm	19℃(1992)	19℃(1992)
营口	4月	15℃	5℃	35mm	29℃(2005)	29℃(2005)
营口	5月	22℃	13℃	49mm	33℃(1962)	33℃(1962)
营口	6月	26℃	18℃	69mm	34℃(2000)	34℃(2000)
营口	7月	29℃	22℃	172mm	35℃(1958)	35℃(1958)
营口	8月	28℃	21℃	160mm	35℃(1956)	35℃(1956)
营口	9月	24℃	14℃	68mm	32℃(2001)	32℃(2001)
营口	10月	16℃	7℃	42mm	27℃(1966)	27℃(1966)
营口	11月	7℃	-2℃	21mm	21℃(2006)	21℃(2006)
营口	12月	-1℃	-10℃	8mm	12℃(1989)	12℃(1989)
永安	1月	15℃	6℃	59mm	30℃(1972)	30℃(1972)
永安	2月	17℃	8℃	103mm	32℃(1962)	32℃(1962)
永安	3月	21℃	11℃	180mm	35℃(1988)	35℃(1988)
永安	4月	25℃	16℃	200mm	36℃(1977)	36℃(1977)
永安	5月	29℃	20℃	264mm	38℃(1963)	38℃(1963)
永安	6月	31℃	22℃	253mm	38℃(1961)	38℃(1961)
永安	7月	35℃	24℃	108mm	41℃(1956)	41℃(1956)
永安	8月	34℃	23℃	146mm	40℃(2003)	40℃(2003)
永安	9月	31℃	21℃	100mm	39℃(1986)	39℃(1986)
永安	10月	27℃	17℃	57mm	37℃(1974)	37℃(1974)
永安	11月	22℃	12℃	44mm	35℃(1996)	35℃(1996)
永安	12月	17℃	7℃	43mm	31℃(1968)	31℃(1968)
永昌	1月	-1℃	-16℃	1mm	16℃(2002)	16℃(2002)
永昌	2月	1℃	-13℃	2mm	23℃(2003)	23℃(2003)
永昌	3月	7℃	-6℃	6mm	23℃(2003)	23℃(2003)
永昌	4月	14℃	0℃	8mm	29℃(2006)	29℃(2006)
永昌	5月	19℃	5℃	20mm	30℃(1969)	30℃(1969)
永昌	6月	23℃	9℃	31mm	32℃(1966)	32℃(1966)
永昌	7月	25℃	11℃	43mm	35℃(1997)	35℃(1997)
永昌	8月	24℃	10℃	42mm	33℃(1960)	33℃(1960)
永昌	9月	19℃	6℃	33mm	31℃(1998)	31℃(1998)
永昌	10月	13℃	0℃	11mm	26℃(1987)	26℃(1987)
永昌	11月	6℃	-8℃	3mm	21℃(1993)	21℃(1993)
永昌	12月	1℃	-13℃	1mm	17℃(1970)	17℃(1970)
永吉	1月	-8℃	-22℃	8mm	5℃(1996)	5℃(1996)
永吉	2月	-3℃	-17℃	7mm	12℃(1998)	12℃(1998)
永吉	3月	5℃	-7℃	16mm	20℃(2002)	20℃(2002)
永吉	4月	15℃	2℃	28mm	30℃(1998)	30℃(1998)
永吉	5月	22℃	9℃	62mm	34℃(2001)	34℃(2001)
永吉	6月	27℃	15℃	112mm	35℃(1997)	35℃(1997)
永吉	7月	28℃	18℃	156mm	38℃(1997)	38℃(1997)
永吉	8月	27℃	16℃	150mm	34℃(2008)	34℃(2008)
永吉	9月	23℃	9℃	49mm	31℃(2001)	31℃(2001)
永吉	10月	14℃	1℃	39mm	27℃(2006)	27℃(2006)
永吉	11月	3℃	-9℃	18mm	22℃(2003)	22℃(2003)
永吉	12月	-5℃	-18℃	10mm	9℃(2002)	9℃(2002)
酉阳	1月	7℃	1℃	27mm	21℃(2002)	21℃(2002)
酉阳	2月	9℃	3℃	34mm	28℃(2003)	28℃(2003)
酉阳	3月	14℃	6℃	63mm	31℃(2007)	31℃(2007)
酉阳	4月	20℃	12℃	134mm	33℃(2004)	33℃(2004)
酉阳	5月	24℃	16℃	201mm	35℃(1988)	35℃(1988)
酉阳	6月	27℃	19℃	223mm	38℃(1952)	38℃(1952)
酉阳	7月	30℃	22℃	190mm	37℃(1952)	37℃(1952)
酉阳	8月	30℃	21℃	151mm	38℃(1951)	38℃(1951)
酉阳	9月	26℃	18℃	118mm	36℃(1951)	36℃(1951)
酉阳	10月	20℃	13℃	121mm	32℃(1999)	32℃(1999)
酉阳	11月	15℃	8℃	64mm	27℃(1979)	27℃(1979)
酉阳	12月	10℃	3℃	27mm	22℃(1968)	22℃(1968)
右玉	1月	-5℃	-22℃	3mm	10℃(1979)	10℃(1979)
右玉	2月	-1℃	-19℃	4mm	15℃(1992)	15℃(1992)
右玉	3月	6℃	-10℃	10mm	24℃(2003)	24℃(2003)
右玉	4月	15℃	-2℃	21mm	33℃(1994)	33℃(1994)
右玉	5月	21℃	4℃	36mm	33℃(1982)	33℃(1982)
右玉	6月	25℃	9℃	56mm	38℃(2005)	38℃(2005)
右玉	7月	26℃	13℃	101mm	36℃(2005)	36℃(2005)
右玉	8月	25℃	11℃	109mm	34℃(1972)	34℃(1972)
右玉	9月	20℃	5℃	53mm	33℃(1998)	33℃(1998)
右玉	10月	13℃	-2℃	21mm	27℃(1987)	27℃(1987)
右玉	11月	4℃	-11℃	7mm	20℃(1990)	20℃(1990)
右玉	12月	-3℃	-19℃	2mm	11℃(1994)	11℃(1994)
于田	1月	1℃	-11℃	2mm	19℃(2000)	19℃(2000)
于田	2月	7℃	-6℃	2mm	24℃(1996)	24℃(1996)
于田	3月	16℃	1℃	1mm	32℃(2007)	32℃(2007)
于田	4月	24℃	8℃	4mm	36℃(2006)	36℃(2006)
于田	5月	28℃	13℃	9mm	38℃(1995)	38℃(1995)
于田	6月	31℃	16℃	10mm	39℃(1978)	39℃(1978)
于田	7月	33℃	18℃	10mm	41℃(1956)	41℃(1956)
于田	8月	32℃	16℃	5mm	41℃(2006)	41℃(2006)
于田	9月	28℃	11℃	4mm	37℃(2005)	37℃(2005)
于田	10月	21℃	3℃	1mm	32℃(1987)	32℃(1987)
于田	11月	12℃	-3℃	0mm	24℃(2003)	24℃(2003)
于田	12月	4℃	-9℃	1mm	21℃(1978)	21℃(1978)
榆林	1月	-1℃	-16℃	3mm	11℃(2002)	11℃(2002)
